species	MGI	UniProtKB	gene	ID
MOUSE	2685870	Q3UV70	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial"	Pdp1
MOUSE	1354961	Q8CHC4	Synaptojanin-1	Synj1
MOUSE	1928376	O35239	Tyrosine-protein phosphatase non-receptor type 9	Ptpn9
MOUSE	2385853	Q3U2V3	8-oxo-dGDP phosphatase NUDT18	Nudt18
MOUSE	1922822	P56375	Acylphosphatase-2	Acyp2
MOUSE	2443170	Q8BK48	Pyrethroid hydrolase Ces2e	Ces2e
MOUSE	1933213	Q9ET22	Dipeptidyl peptidase 2	Dpp7
MOUSE	3605764	Q8K4I7	Inactive serine protease 45	Prss45
MOUSE	102666	Q60676	Serine/threonine-protein phosphatase 5	Ppp5c
MOUSE	109383	P97864	Caspase-7	Casp7
MOUSE	1914253	Q9DB77	"Cytochrome b-c1 complex subunit 2, mitochondrial"	Uqcrc2
MOUSE	1924265	Q9CZJ0	Metallophosphoesterase MPPED2	Mpped2
MOUSE	3513175	Q5S248	Transmembrane protease serine 11E	Tmprss11e
MOUSE	1924344	Q6PAT0	Probable inactive tRNA-specific adenosine deaminase-like protein 3	Adat3
MOUSE	2441932	Q8C167	Prolyl endopeptidase-like	Prepl
MOUSE	102768	P21956	Lactadherin	Mfge8
MOUSE	1100881	O08762	Neurotrypsin	Prss12
MOUSE	3041210	Q5SPX1	Coiled-coil domain-containing protein 157	Ccdc157
MOUSE	2442676	Q6GQT0	Dual specificity protein phosphatase CDC14A	Cdc14a
MOUSE	2147183	Q91ZH7	Abhydrolase domain-containing protein 3	Abhd3
MOUSE	101848	P62881	Guanine nucleotide-binding protein subunit beta-5	Gnb5
MOUSE	1343461	Q9JMI0	Endothelin-converting enzyme-like 1	Ecel1
MOUSE	1927229	Q9JL96	Cathepsin M	Ctsm
MOUSE	1921831	E9PXF8	Protein Sbf2	Sbf2
MOUSE	96216	P27656	Hepatic triacylglycerol lipase	Lipc
MOUSE	95886	Q9D8V0	Minor histocompatibility antigen H13	Hm13
MOUSE	1916008	Q8K4F5	Alpha/beta hydrolase domain-containing protein 11	Abhd11
MOUSE	1351327	Q60963	Platelet-activating factor acetylhydrolase	Pla2g7
MOUSE	1328352	O88890	SH2 domain-containing protein 1A	Sh2d1a
MOUSE	1349763	O08553	Dihydropyrimidinase-related protein 2	Dpysl2
MOUSE	2681414	Q80UR4	Mast cell protease-11	Prss34
MOUSE	1349427	Q9QZ11	Exonuclease 1	Exo1
MOUSE	1346042	O35678	Monoglyceride lipase	Mgll
MOUSE	2143535	Q8VC97	Beta-ureidopropionase	Upb1
MOUSE	1890508	Q80W54	CAAX prenyl protease 1 homolog	Zmpste24
MOUSE	107162	P48455	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform	Ppp3cc
MOUSE	97616	Q8CIH5	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2"	Plcg2
MOUSE	88116	P63082	V-type proton ATPase 16 kDa proteolipid subunit	Atp6v0c
MOUSE	1345143	Q8CA95	"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"	Pde10a
MOUSE	1351335	Q9WV27	Sodium/potassium-transporting ATPase subunit alpha-4	Atp1a4
MOUSE	1097667	Q8BHN3	Neutral alpha-glucosidase AB	Ganab
MOUSE	1916974	Q9CWY8	Ribonuclease H2 subunit A	Rnaseh2a
MOUSE	1195262	O54782	Epididymis-specific alpha-mannosidase	Man2b2
MOUSE	99554	Q07797	Galectin-3-binding protein	Lgals3bp
MOUSE	105099	Q61398	Procollagen C-endopeptidase enhancer 1	Pcolce
MOUSE	1344392	Q9ESK3	Calpain-10	Capn10
MOUSE	3702972	Q3UTC4	Protein Gm10696	Gm10696
MOUSE	88111	Q6Q477	Plasma membrane Ca++ transporting ATPase 4 splice variant b	Atp2b4
MOUSE	1923813	Q9CZN8	"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial"	Qrsl1
MOUSE	96622	Q9D892	Inosine triphosphate pyrophosphatase	Itpa
MOUSE	2144377	Q8BZ33	Tensin-4	Tns4
MOUSE	2147616	Q7TQI3	Ubiquitin thioesterase OTUB1	Otub1
MOUSE	1921305	Q8K4S1	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1"	Plce1
MOUSE	1919186	Q8VCZ8	RNA pseudouridylate synthase domain-containing protein 1	Rpusd1
MOUSE	1918772	Q6PDE7	Gamma-glutamyltransferase 6	Ggt6
MOUSE	2681862	A2AAJ9	Obscurin	Obscn
MOUSE	1916060	Q7TPW1	Nexilin	Nexn
MOUSE	1923062	Q8R1G1	Threonine aspartase 1	Tasp1
MOUSE	1915720	Q80V26	Inositol monophosphatase 3	Impad1
MOUSE	1277179	O70628	"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A"	Pde9a
MOUSE	1919711	Q7TMR0	Lysosomal Pro-X carboxypeptidase	Prcp
MOUSE	1889508	Q60949	TBC1 domain family member 1	Tbc1d1
MOUSE	1355319	Q9JHI7	Exosome complex component RRP45	Exosc9
MOUSE	88437	P16330	"2',3'-cyclic-nucleotide 3'-phosphodiesterase"	Cnp
MOUSE	2449569	P59384	A disintegrin and metalloproteinase with thrombospondin motifs 15	Adamts15
MOUSE	107421	Q61139	Proprotein convertase subtilisin/kexin type 7	Pcsk7
MOUSE	1277096	Q63739	Protein tyrosine phosphatase type IVA 1	Ptp4a1
MOUSE	2686926	Q640M6	Glycerophosphodiester phosphodiesterase domain-containing protein 5	Gdpd5
MOUSE	97514	P29121	Proprotein convertase subtilisin/kexin type 4	Pcsk4
MOUSE	2686058	Q6R2P8	Endonuclease 8-like 2	Neil2
MOUSE	2150020	Q924H5	DNA repair protein RAD51 homolog 3	Rad51c
MOUSE	109589	Q6NVF0	Inositol polyphosphate 5-phosphatase OCRL-1	Ocrl
MOUSE	1346338	Q9R0M1	Chemokine XC receptor 1	Xcr1
MOUSE	3622649	Q45HK4	EAT-2-related transducer	Sh2d1b2
MOUSE	103285	Q91YH6	"ATPase, H+ transporting, lysosomal V1 subunit B1"	Atp6v1b1
MOUSE	1343124	Q6YGZ1	Heparanase	Hpse
MOUSE	1261423	O89110	Caspase-8	Casp8
MOUSE	2389008	Q80T21	ADAMTS-like protein 4	Adamtsl4
MOUSE	97748	P16675	Lysosomal protective protein	Ctsa
MOUSE	88077	P50428	Arylsulfatase A	Arsa
MOUSE	1915273	S4R2K0	Protein Pdf	Pdf
MOUSE	1914047	Q9CPW0	Contactin-associated protein-like 2	Cntnap2
MOUSE	97620	P20918	Plasminogen	Plg
MOUSE	107816	P70266	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1"	Pfkfb1
MOUSE	2661364	Q8BZL1	Sialidase-4	Neu4
MOUSE	104576	F8VPT3	Protein Lct	Lct
MOUSE	97813	P49446	Receptor-type tyrosine-protein phosphatase epsilon	Ptpre
MOUSE	1913791	Q9CQU8	Mitochondrial inner membrane protease subunit 1	Immp1l
MOUSE	2181366	Q91VA3	Calpain-8	Capn8
MOUSE	1343091	O88895	Histone deacetylase 3	Hdac3
MOUSE	1891837	Q9JHH6	Carboxypeptidase B2	Cpb2
MOUSE	1329025	O35474	EGF-like repeat and discoidin I-like domain-containing protein 3	Edil3
MOUSE	1931437	P70158	Acid sphingomyelinase-like phosphodiesterase 3a	Smpdl3a
MOUSE	2150309	Q4VA61	Down syndrome cell adhesion molecule-like protein 1 homolog	Dscaml1
MOUSE	1921899	Q8R4H4	Carboxypeptidase A5	Cpa5
MOUSE	1201778	P51863	V-type proton ATPase subunit d 1	Atp6v0d1
MOUSE	2445089	Q8K2L8	Trafficking protein particle complex subunit 12	Trappc12
MOUSE	1353631	Q9JHI2	tRNA-specific adenosine deaminase 1	Adat1
MOUSE	2150308	Q8K4D7	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase zeta-1"	Plcz1
MOUSE	1346053	Q9EQF2	Kell blood group glycoprotein homolog	Kel
MOUSE	2384588	Q8K203	Endonuclease 8-like 3	Neil3
MOUSE	1890496	Q80Y81	Zinc phosphodiesterase ELAC protein 2	Elac2
MOUSE	2142292	Q7TPM9	Myotubularin-related protein 10	Mtmr10
MOUSE	97891	P35601	Replication factor C subunit 1	Rfc1
MOUSE	2448566	S4R213	Protein Lactbl1	Lactbl1
MOUSE	1338850	P18155	"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial"	Mthfd2
MOUSE	1096391	Q9CS84	Neurexin-1	Nrxn1
MOUSE	2687284	Q6DTY7	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4"	Pfkfb4
MOUSE	2652878	A2ABG4	Protein Tbc1d16	Tbc1d16
MOUSE	1321386	Q8BFW6	Ectonucleoside triphosphate diphosphohydrolase 3	Entpd3
MOUSE	1195264	Q91WV7	Neutral and basic amino acid transport protein rBAT	Slc3a1
MOUSE	1891012	Q80YC5	Coagulation factor XII	F12
MOUSE	2147592	Q3UT41	Lipase	Lipo1
MOUSE	102773	Q63880	Carboxylesterase 3A	Ces3a
MOUSE	88020	P00688	Pancreatic alpha-amylase	Amy2
MOUSE	3646208	D3YUB6	BTB/POZ domain-containing protein 8	Btbd8
MOUSE	2444287	A3FIN4	Probable phospholipid-transporting ATPase FetA	Atp8b5
MOUSE	97898	P06281	Renin-1	Ren1
MOUSE	1914864	Q8BVE3	V-type proton ATPase subunit H	Atp6v1h
MOUSE	1913651	P56380	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	Nudt2
MOUSE	95414	P49135	TFIIH basal transcription factor complex helicase XPB subunit	Ercc3
MOUSE	96964	Q61847	Meprin A subunit beta	Mep1b
MOUSE	2141969	Q8C0D5	Elongation factor Tu GTP-binding domain-containing protein 1	Eftud1
MOUSE	1858238	O35291	Non-secretory ribonuclease	Rnase2
MOUSE	1924018	F8VPQ6	Alkaline phosphatase	Alpi
MOUSE	95678	Q9R111	Guanine deaminase	Gda
MOUSE	104849	Q61476	Complement decay-accelerating factor transmembrane isoform	Cd55b
MOUSE	2448715	Q810W6	C-X-C chemokine receptor type 1	Cxcr1
MOUSE	1919877	Q9DB32	Hydroxyacylglutathione hydrolase-like protein	Haghl
MOUSE	5000466	P97449	Aminopeptidase N	Anpep
MOUSE	107182	P51682	C-C chemokine receptor type 5	Ccr5
MOUSE	3650257	B1AVU5	Protein Gm13177	Gm13177
MOUSE	95292	P36368	Epidermal growth factor-binding protein type B	Egfbp2
MOUSE	2386139	Q9EPX2	Papilin	Papln
MOUSE	1923485	Q8BHA3	Probable D-tyrosyl-tRNA(Tyr) deacylase 2	Dtd2
MOUSE	1353651	Q8CI11	Guanine nucleotide-binding protein-like 3	Gnl3
MOUSE	101841	P36993	Protein phosphatase 1B	Ppm1b
MOUSE	1346321	Q9R001	A disintegrin and metalloproteinase with thrombospondin motifs 5	Adamts5
MOUSE	108471	Q64311	Protein N-terminal asparagine amidohydrolase	Ntan1
MOUSE	1916790	Q99M20	Kallikrein related-peptidase 10	Klk10
MOUSE	2685015	Q8R2R6	Mitochondrial ribosome-associated GTPase 1	Mtg1
MOUSE	107464	Q91UZ1	Phospholipase C beta 4	Plcb4
MOUSE	1349660	Q9QUL3	Group IIE secretory phospholipase A2	Pla2g2e
MOUSE	2149738	D3Z741	Protein 4930444G20Rik	4930444G20Rik
MOUSE	1353421	Q9R0R1	Melanotransferrin	Mfi2
MOUSE	2151796	Q91WW7	Patatin-like phospholipase domain-containing protein 3	Pnpla3
MOUSE	2661311	Q80XL7	Metallophosphoesterase 1	Mppe1
MOUSE	2151224	Q924C5	Alpha-protein kinase 3	Alpk3
MOUSE	2675494	Q920S1	Granzyme N	Gzmn
MOUSE	1344588	P97823	Acyl-protein thioesterase 1	Lypla1
MOUSE	1354381	Q9JIQ8	Transmembrane protease serine 2	Tmprss2
MOUSE	101932	Q00493	Carboxypeptidase E	Cpe
MOUSE	88070	Q61176	Arginase-1	Arg1
MOUSE	2444684	Q8BP97	Rhomboid domain-containing protein 3	Rhbdd3
MOUSE	106210	Q60997	Deleted in malignant brain tumors 1 protein	Dmbt1
MOUSE	108021	P97426	Eosinophil cationic protein 1	Ear1
MOUSE	1890465	Q8K196	"Eosinophil-associated, ribonuclease A family, member 11"	Ear11
MOUSE	2444783	Q8R2Q4	"Ribosome-releasing factor 2, mitochondrial"	Gfm2
MOUSE	99954	P40694	DNA-binding protein SMUBP-2	Ighmbp2
MOUSE	95706	Q60928	Gamma-glutamyltranspeptidase 1	Ggt1
MOUSE	95291	P15948	Kallikrein 1-related peptidase b22	Klk1b22
MOUSE	1342304	O35385	Serine/threonine-protein phosphatase with EF-hands 2	Ppef2
MOUSE	1916551	Q9DAJ7	Protein Tescl	Tescl
MOUSE	1861434	Q9R013	Cathepsin F	Ctsf
MOUSE	1923469	Q9D365	Signal peptidase complex subunit 3	Spcs3
MOUSE	2181676	Q924I3	Atypical chemokine receptor 4	Ackr4
MOUSE	2443868	Q8BVB7	"Lipase, member I"	Lipi
MOUSE	1355313	Q8CG16	Complement C1r-A subcomponent	C1ra
MOUSE	96073	P29416	Beta-hexosaminidase subunit alpha	Hexa
MOUSE	2183572	Q99P47	Contactin-associated protein-like 4	Cntnap4
MOUSE	2385184	Q80SW1	Putative adenosylhomocysteinase 2	Ahcyl1
MOUSE	102850	P15947	Kallikrein-1	Klk1
MOUSE	3027917	D3Z6V6	Protein Enpp7	Enpp7
MOUSE	107236	Q3UM18	Large subunit GTPase 1 homolog	Lsg1
MOUSE	1338800	Q9Z0S1	"3'(2'),5'-bisphosphate nucleotidase 1"	Bpnt1
MOUSE	1890510	Q91V37	V-type proton ATPase 21 kDa proteolipid subunit	Atp6v0b
MOUSE	1855697	P56382	"ATP synthase subunit epsilon, mitochondrial"	Atp5e
MOUSE	1860138	Q3UJK4	GTP-binding protein 2	Gtpbp2
MOUSE	99782	Q61503	5'-nucleotidase	Nt5e
MOUSE	95314	Q91X79	Chymotrypsin-like elastase family member 1	Cela1
MOUSE	2154049	Q920F6	Structural maintenance of chromosomes protein 1B	Smc1b
MOUSE	2665280	Q8VIF2	Serine protease 42	Prss42
MOUSE	1347356	Q8C9W3	A disintegrin and metalloproteinase with thrombospondin motifs 2	Adamts2
MOUSE	2686922	Q6V595	Kelch-like protein 6	Klhl6
MOUSE	1922954	D3Z298	Protein Ces1h	Ces1h
MOUSE	99549	O08643	Granzyme M (Precursor)	Gzmm
MOUSE	1351656	Q8K268	ATP-binding cassette sub-family F member 3	Abcf3
MOUSE	3819177	Q3US01	Uncharacterized protein	Gm9696
MOUSE	3528588	Q5GAM8	Probable inactive ribonuclease-like protein 12	Rnase12
MOUSE	2138563	Q8K007	Extracellular sulfatase Sulf-1	Sulf1
MOUSE	2685047	D3YXG0	Protein Hmcn1	Hmcn1
MOUSE	95421	Q9R0P3	S-formylglutathione hydrolase	Esd
MOUSE	2685814	B2RY83	Inactive heparanase-2	Hpse2
MOUSE	1916329	Q8VCZ6	Small G protein signaling modulator 3	Sgsm3
MOUSE	87884	P23578	Acrosin	Acr
MOUSE	97806	Q06180	Tyrosine-protein phosphatase non-receptor type 2	Ptpn2
MOUSE	2442660	Q8BG02	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform	Ppp2r2c
MOUSE	97511	P63239	Neuroendocrine convertase 1	Pcsk1
MOUSE	2178563	Q3V1L4	Cytosolic purine 5'-nucleotidase	Nt5c2
MOUSE	3775191	B0F2B4	Neuroligin 4-like	Nlgn4l
MOUSE	1933765	P58544	BTB/POZ domain-containing protein 1	Btbd1
MOUSE	2442167	H3BKQ3	Protein Evi5l	Evi5l
MOUSE	1321151	B1AUH1	Receptor-type tyrosine-protein phosphatase U	Ptpru
MOUSE	1330826	O70228	Probable phospholipid-transporting ATPase IIA	Atp9a
MOUSE	1933395	Q9EP89	"Serine beta-lactamase-like protein LACTB, mitochondrial"	Lactb
MOUSE	2135283	Q05BQ1	Protein turtle homolog A	Igsf9
MOUSE	3704479	D3YYI8	Histone deacetylase	Gm10093
MOUSE	1917824	Q80V42	Carboxypeptidase M	Cpm
MOUSE	1355322	P56960	Exosome component 10	Exosc10
MOUSE	1919311	Q8BXQ6	Aminopeptidase O	Aopep
MOUSE	3528602	Q5GAN0	Angiogenin ribonuclease 6	Ang6
MOUSE	95781	P62874	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	Gnb1
MOUSE	1913819	Q9CRY7	Glycerophosphodiester phosphodiesterase domain-containing protein 1	Gdpd1
MOUSE	1916889	Q9D753	Exosome complex component RRP43	Exosc8
MOUSE	2442688	B1AWN4	Protein Atp10b	Atp10b
MOUSE	1921827	Q8VC60	Beta-galactosidase-1-like protein	Glb1l
MOUSE	2444609	Q8BYM5	Neuroligin-3	Nlgn3
MOUSE	1354710	P98200	Probable phospholipid-transporting ATPase IB	Atp8a2
MOUSE	109573	P97499	Telomerase protein component 1	Tep1
MOUSE	1920036	Q8BJ37	Tyrosyl-DNA phosphodiesterase 1	Tdp1
MOUSE	1860075	O35448	Lysosomal thioesterase PPT2	Ppt2
MOUSE	1346051	Q8VCG1	"Deoxyuridine triphosphatase, isoform CRA_b"	Dut
MOUSE	892022	Q61759	Kallikrein 1-related peptidase b21	Klk1b21
MOUSE	2685284	B1ASB3	"MCG65768, isoform CRA_b"	Gm438
MOUSE	2443513	Q8BM89	Arylsulfatase J	Arsj
MOUSE	104873	Q64191	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	Aga
MOUSE	2443796	Q8CGY7	Protein Cd163l1 (Precursor)	Cd163l1
MOUSE	1201402	P56484	C-C chemokine receptor type 8	Ccr8
MOUSE	97919	P00683	Ribonuclease pancreatic	Rnase1
MOUSE	96544	P29452	Caspase-1	Casp1
MOUSE	1914263	Q9D8H7	"Metalloendopeptidase OMA1, mitochondrial"	Oma1
MOUSE	1923576	Q921I9	Exosome complex component RRP41	Exosc4
MOUSE	2151153	Q6AZB0	Brother of CDO	Boc
MOUSE	1347054	O88958	Glucosamine-6-phosphate isomerase 1	Gnpda1
MOUSE	1196334	O35632	Hyaluronidase-2	Hyal2
MOUSE	109284	Q61144	Presenilin-2	Psen2
MOUSE	2448533	D3YX43	V-set and immunoglobulin domain-containing protein 10	Vsig10
MOUSE	1915935	Q9D106	"Pepsinogen 5, group I"	Pga5
MOUSE	88285	Q91WT9	Cystathionine beta-synthase	Cbs
MOUSE	1261838	Q9JHW2	Omega-amidase NIT2	Nit2
MOUSE	103198	P48964	M-phase inducer phosphatase 1	Cdc25a
MOUSE	103107	O88947	Coagulation factor X	F10
MOUSE	88479	P15089	Mast cell carboxypeptidase A	Cpa3
MOUSE	1919340	Q8K0L2	Ectonucleoside triphosphate diphosphohydrolase 8	Entpd8
MOUSE	99557	B1AWC9	Protein Pde4b	Pde4b
MOUSE	102756	Q9QUK9	MCG15083	Try5
MOUSE	2442087	Q3UYC0	Protein phosphatase 1H	Ppm1h
MOUSE	1339958	Q9WTM4	Nuclear factor erythroid 2-related factor 3	Nfe2l3
MOUSE	1919352	Q6NXK5	RNA/RNP complex-1-interacting phosphatase	Dusp11
MOUSE	1932466	Q99N32	Beta-klotho	Klb
MOUSE	1925850	P61249	"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"	Pde6h
MOUSE	2179942	E9PX39	Protein Adamts14	Adamts14
MOUSE	1195256	P47713	Cytosolic phospholipase A2	Pla2g4a
MOUSE	99421	Q61985	Nuclear factor erythroid 2-related factor 1	Nfe2l1
MOUSE	108413	Q64338	"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C"	Pde1c
MOUSE	107714	Q91XQ0	"Dynein heavy chain 8, axonemal"	Dnah8
MOUSE	1352507	A6H6A9	Rab GTPase-activating protein 1-like	Rabgap1l
MOUSE	109520	P63005	Platelet-activating factor acetylhydrolase IB subunit alpha	Pafah1b1
MOUSE	2445082	Q8BU25	Inactive serine protease PAMR1	Pamr1
MOUSE	2443967	Q8BVG4	Dipeptidyl peptidase 9	Dpp9
MOUSE	88559	Q9CR35	Chymotrypsinogen B	Ctrb1
MOUSE	2429637	Q69Z28	A disintegrin and metalloproteinase with thrombospondin motifs 16	Adamts16
MOUSE	88233	E9Q6D8	Protein C6	C6
MOUSE	1921258	Q3TYD4	Arylsulfatase G	Arsg
MOUSE	2137383	Q923L3	CUB and sushi domain-containing protein 1	Csmd1
MOUSE	108395	Q9Z0K8	Pantetheinase	Vnn1
MOUSE	1333752	Q9Z2V5	Histone deacetylase 6	Hdac6
MOUSE	1298204	O88531	Palmitoyl-protein thioesterase 1	Ppt1
MOUSE	1918143	A2RSQ1	Beta-galactosidase-1-like protein 3	Glb1l3
MOUSE	1919912	Q9CSH3	Exosome complex exonuclease RRP44	Dis3
MOUSE	1921417	Q8BVU5	"ADP-ribose pyrophosphatase, mitochondrial"	Nudt9
MOUSE	1347522	Q9QXX3	Group 10 secretory phospholipase A2	Pla2g10
MOUSE	107718	Q8VHE6	"Dynein heavy chain 5, axonemal"	Dnah5
MOUSE	1329019	P56542	Deoxyribonuclease-2-alpha	Dnase2
MOUSE	1913294	Q9DD18	D-tyrosyl-tRNA(Tyr) deacylase 1	Dtd1
MOUSE	3045264	A2A6C4	Signal peptide peptidase-like 2C	Sppl2c
MOUSE	2385849	Q8BKJ9	NAD-dependent protein deacetylase sirtuin-7	Sirt7
MOUSE	2679229	Q3UP87	Neutrophil elastase	Elane
MOUSE	1336895	P57791	CAAX prenyl protease 2	Rce1
MOUSE	1330848	P70704	Probable phospholipid-transporting ATPase IA	Atp8a1
MOUSE	1338030	Q9R1S8	Calpain-7	Capn7
MOUSE	3608323	Q8BW11	Putative inactive serine protease 58	Prss58
MOUSE	2443685	B3F5L4	Protein 5830411N06Rik	5830411N06Rik
MOUSE	2384887	Q8BIW9	Chromosome transmission fidelity protein 18 homolog	Chtf18
MOUSE	1917565	Q8VH37	Histone deacetylase 8	Hdac8
MOUSE	3644687	E9PXF3	Protein Gm5415	Gm5415
MOUSE	2442555	Q8CI75	DIS3-like exonuclease 2	Dis3l2
MOUSE	1914040	Q9D3N8	Growth hormone-regulated TBC protein 1	Grtp1
MOUSE	1920004	A2AWP8	Rho guanine nucleotide exchange factor 10-like protein	Arhgef10l
MOUSE	1922356	B1AWX5	Protein 4930519F16Rik (Fragment)	4930519F16Rik
MOUSE	1921495	Q8R242	Di-N-acetylchitobiase	Ctbs
MOUSE	104673	P35831	Tyrosine-protein phosphatase non-receptor type 12	Ptpn12
MOUSE	1346044	Q9WVM6	Tolloid-like protein 2	Tll2
MOUSE	99481	Q91Y47	Coagulation factor XI	F11
MOUSE	1923545	Q6DFW5	"ATPase, Class VI, type 11B"	Atp11b
MOUSE	1918963	Q9DC48	Pre-mRNA-processing factor 17	Cdc40
MOUSE	1913772	Q9ESW8	Pyroglutamyl-peptidase 1	Pgpep1
MOUSE	1916847	Q8JZQ2	AFG3-like protein 2	Afg3l2
MOUSE	97526	P09174	"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"	Pde6g
MOUSE	102722	P48725	Pericentrin	Pcnt
MOUSE	1338893	Q9Z185	Protein-arginine deiminase type-1	Padi1
MOUSE	1931520	Q923B1	Lariat debranching enzyme	Dbr1
MOUSE	2140260	Q80W65	Proprotein convertase subtilisin/kexin type 9	Pcsk9
MOUSE	1194503	Q64518	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	Atp2a3
MOUSE	1919011	Q9DBA8	Probable imidazolonepropionase	Amdhd1
MOUSE	3779637	D3Z608	Lipase	Lipo4
MOUSE	2445217	B7ZMP1	Probable Xaa-Pro aminopeptidase 3	Xpnpep3
MOUSE	3646013	Q0V8T7	Contactin-associated protein like 5-3	Cntnap5c
MOUSE	2143702	Q6DYE8	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	Enpp3
MOUSE	3528599	Q5GAN1	Angiogenin ribonuclease 5	Ang5
MOUSE	97816	B9EKR1	Receptor-type tyrosine-protein phosphatase zeta	Ptprz1
MOUSE	104872	P63087	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	Ppp1cc
MOUSE	1312921	O08738	Caspase-6	Casp6
MOUSE	1859615	Q3U2S4	OTU domain-containing protein 5	Otud5
MOUSE	1918085	Q9ER10	Brain-specific serine protease 4	Prss22
MOUSE	107474	P56528	ADP-ribosyl cyclase 1	Cd38
MOUSE	2684996	E9PVD1	Coiled-coil domain-containing protein 62	Ccdc62
MOUSE	1921763	Q8BNJ6	Neuropilin and tolloid-like protein 2	Neto2
MOUSE	88041	Q8R146	Acylamino-acid-releasing enzyme	Apeh
MOUSE	3644612	E9Q7Q1	Uncharacterized protein	Gm5407
MOUSE	2388029	Q8CIV3	Lipase member H	Liph
MOUSE	104736	P97366	Ecotropic viral integration site 5 protein	Evi5
